customer_id,cohort_month,segment,monthly_spending,months_to_churn,contract_type
5917,24,churn_risk,46.63,3.3,month-to-month
5918,18,churn_risk,42.68,8.4,annual
5919,8,churn_risk,51.85,18.9,month-to-month
5920,15,standard,157.28,37.9,month-to-month
5921,9,standard,135.26,16.2,annual
5922,15,high_value,412.07,37.3,month-to-month
5923,17,churn_risk,32.7,0.3,month-to-month
5924,24,standard,158.26,20.0,month-to-month
5925,19,standard,110.72,23.1,month-to-month
5926,12,high_value,527.01,22.6,multi-year
5927,21,churn_risk,48.95,7.3,annual
5928,20,churn_risk,42.67,23.3,month-to-month
5929,7,churn_risk,53.75,2.4,month-to-month
5930,3,high_value,555.56,20.9,month-to-month
5931,11,churn_risk,53.24,11.7,annual
5932,17,standard,145.42,9.5,annual
5933,6,standard,162.98,0.8,month-to-month
5934,24,standard,143.99,2.6,multi-year
5935,24,standard,131.61,23.8,annual
5936,1,standard,152.08,87.4,annual
5937,10,standard,127.98,38.6,multi-year
5938,7,standard,142.38,115.1,month-to-month
5939,21,standard,173.59,68.2,month-to-month
5940,19,churn_risk,47.49,5.0,month-to-month
5941,17,standard,175.73,30.0,month-to-month
5942,18,standard,155.75,40.6,month-to-month
5943,20,high_value,481.49,53.5,multi-year
5944,18,churn_risk,40.9,1.4,multi-year
5945,17,high_value,466.85,12.8,annual
5946,24,standard,123.43,0.1,annual
5947,14,high_value,397.84,82.1,month-to-month
5948,3,standard,139.82,22.8,month-to-month
5949,11,standard,152.6,18.2,month-to-month
5950,17,standard,130.45,15.2,annual
5951,21,standard,203.26,40.0,annual
5952,16,standard,130.98,9.8,annual
5953,7,standard,150.67,16.9,multi-year
5954,5,high_value,499.74,22.9,month-to-month
5955,21,standard,106.02,18.5,month-to-month
5956,6,standard,177.89,4.2,month-to-month
5957,1,standard,196.31,8.5,multi-year
5958,16,high_value,380.6,5.0,month-to-month
5959,13,standard,122.95,16.4,month-to-month
5960,16,standard,111.31,8.9,multi-year
5961,12,high_value,593.09,46.3,month-to-month
5962,15,high_value,484.69,6.3,month-to-month
5963,9,standard,155.39,16.1,month-to-month
5964,12,standard,208.31,4.7,month-to-month
5965,5,standard,114.34,4.2,annual
5966,17,standard,140.77,39.1,multi-year
5967,15,churn_risk,34.78,10.8,month-to-month
5968,8,standard,157.89,22.2,annual
5969,14,standard,151.92,4.4,month-to-month
5970,6,churn_risk,52.93,22.4,annual
5971,18,standard,162.47,18.4,month-to-month
5972,15,high_value,433.8,57.9,month-to-month
5973,16,standard,190.45,23.4,month-to-month
5974,15,churn_risk,44.2,1.9,multi-year
5975,21,churn_risk,43.95,0.1,month-to-month
5976,20,standard,178.59,11.1,month-to-month
5977,7,churn_risk,39.24,1.4,month-to-month
5978,10,standard,140.2,1.3,multi-year
5979,14,high_value,453.63,22.4,month-to-month
5980,19,standard,114.03,2.4,multi-year
5981,1,standard,181.24,2.1,month-to-month
5982,23,standard,140.69,68.0,month-to-month
5983,8,churn_risk,62.39,21.4,month-to-month
5984,11,standard,151.55,2.3,month-to-month
5985,7,standard,174.95,35.7,month-to-month
5986,14,standard,180.12,23.3,month-to-month
5987,7,high_value,505.03,57.2,month-to-month
5988,22,standard,172.98,71.4,month-to-month
5989,8,churn_risk,63.18,3.5,annual
5990,8,standard,200.9,42.1,month-to-month
5991,1,high_value,463.63,39.7,month-to-month
5992,18,standard,85.37,19.1,multi-year
5993,22,churn_risk,40.03,5.5,annual
5994,14,churn_risk,36.0,4.0,annual
5995,22,standard,148.47,30.6,month-to-month
5996,10,standard,132.44,2.2,annual
5997,17,standard,125.43,17.5,month-to-month
5998,21,churn_risk,40.95,26.9,month-to-month
5999,18,churn_risk,36.73,12.7,month-to-month
6000,4,churn_risk,48.66,1.9,multi-year
6001,24,standard,133.78,2.6,month-to-month
6002,1,high_value,493.28,19.6,month-to-month
6003,3,standard,134.74,33.6,month-to-month
6004,5,high_value,425.53,36.3,month-to-month
6005,18,high_value,575.76,50.5,month-to-month
6006,22,standard,155.84,2.7,month-to-month
6007,13,standard,165.59,16.3,annual
6008,9,churn_risk,43.82,13.7,month-to-month
6009,12,churn_risk,52.26,0.5,annual
6010,17,churn_risk,40.16,9.0,month-to-month
6011,6,churn_risk,79.73,2.4,month-to-month
6012,6,churn_risk,30.3,3.6,month-to-month
6013,8,high_value,454.92,9.2,month-to-month
6014,12,standard,122.25,7.7,month-to-month
6015,18,high_value,365.71,38.4,month-to-month
6016,13,high_value,468.98,12.3,month-to-month
6017,3,high_value,445.53,7.6,annual
6018,6,churn_risk,43.42,1.6,multi-year
6019,2,churn_risk,74.94,5.1,month-to-month
6020,10,churn_risk,52.46,1.5,month-to-month
6021,13,churn_risk,41.79,0.1,month-to-month
6022,7,churn_risk,47.96,26.2,annual
6023,2,high_value,569.94,64.1,month-to-month
6024,3,churn_risk,31.85,17.7,month-to-month
6025,17,churn_risk,44.12,5.5,annual
6026,11,churn_risk,31.69,1.0,annual
6027,24,high_value,434.09,17.0,month-to-month
6028,14,high_value,462.75,89.7,annual
6029,8,churn_risk,27.46,3.1,month-to-month
6030,3,high_value,506.99,50.4,month-to-month
6031,18,standard,175.05,6.7,annual
6032,9,standard,178.33,4.1,annual
6033,15,high_value,535.43,8.2,month-to-month
6034,12,high_value,599.12,25.3,month-to-month
6035,2,churn_risk,61.25,15.6,month-to-month
6036,23,churn_risk,37.22,4.2,multi-year
6037,3,churn_risk,31.13,17.5,month-to-month
6038,15,standard,93.14,64.3,multi-year
6039,4,standard,166.35,60.0,multi-year
6040,23,standard,137.19,27.8,annual
6041,7,standard,189.05,47.2,multi-year
6042,13,high_value,438.76,44.1,month-to-month
6043,2,churn_risk,40.35,3.3,month-to-month
6044,20,churn_risk,51.56,6.3,month-to-month
6045,6,standard,147.98,1.5,annual
6046,3,standard,129.47,17.2,multi-year
6047,7,standard,122.03,6.2,month-to-month
6048,14,high_value,588.64,68.3,month-to-month
6049,8,standard,153.44,16.6,month-to-month
6050,9,standard,137.63,23.2,month-to-month
6051,2,standard,116.16,2.4,annual
6052,18,standard,110.24,2.7,annual
6053,9,churn_risk,31.73,17.1,multi-year
6054,22,standard,157.69,12.0,month-to-month
6055,10,high_value,566.64,62.8,annual
6056,18,high_value,444.64,38.1,month-to-month
6057,8,high_value,437.58,89.8,annual
6058,3,standard,113.15,10.9,annual
6059,16,churn_risk,38.45,5.4,annual
6060,15,churn_risk,53.25,3.4,month-to-month
6061,24,standard,95.42,8.1,month-to-month
6062,18,standard,178.83,2.8,multi-year
6063,16,high_value,521.86,20.8,annual
6064,1,standard,124.71,5.4,annual
6065,20,standard,162.28,3.9,month-to-month
6066,5,churn_risk,44.67,5.8,month-to-month
6067,18,standard,152.87,0.4,month-to-month
6068,17,standard,131.89,5.9,annual
6069,20,standard,193.29,97.9,month-to-month
6070,8,high_value,491.65,18.7,month-to-month
6071,12,churn_risk,61.72,28.7,month-to-month
6072,2,high_value,521.67,23.0,month-to-month
6073,9,high_value,471.0,74.5,month-to-month
6074,22,high_value,498.39,72.2,annual
6075,5,churn_risk,53.47,25.1,annual
6076,23,standard,167.07,63.6,month-to-month
6077,2,standard,146.29,7.1,multi-year
6078,9,standard,126.72,29.1,multi-year
6079,10,high_value,485.11,5.0,annual
6080,24,churn_risk,50.04,1.1,annual
6081,14,high_value,520.66,70.6,annual
6082,21,high_value,435.59,12.0,month-to-month
6083,21,standard,164.54,26.8,month-to-month
6084,14,high_value,503.68,19.9,month-to-month
6085,18,high_value,597.22,2.0,month-to-month
6086,18,churn_risk,52.97,4.9,multi-year
6087,13,standard,169.31,9.7,multi-year
6088,23,standard,150.31,82.2,annual
6089,11,standard,146.98,119.2,annual
6090,18,churn_risk,30.05,14.5,multi-year
6091,9,high_value,591.88,13.2,annual
6092,9,high_value,511.72,12.7,month-to-month
6093,9,standard,166.98,4.7,multi-year
6094,5,standard,145.67,23.9,annual
6095,20,churn_risk,43.27,0.1,month-to-month
6096,11,standard,129.05,15.7,month-to-month
6097,17,high_value,434.42,29.8,annual
6098,5,standard,114.58,38.4,month-to-month
6099,17,standard,145.87,0.6,multi-year
6100,1,high_value,639.3,22.3,annual
6101,16,standard,113.96,20.7,month-to-month
6102,11,high_value,520.69,4.0,month-to-month
6103,3,churn_risk,71.75,2.5,annual
6104,8,churn_risk,39.38,0.2,month-to-month
6105,1,standard,169.71,8.2,annual
6106,3,churn_risk,43.47,33.7,multi-year
6107,20,churn_risk,37.4,20.1,annual
6108,21,high_value,628.88,75.4,month-to-month
6109,20,standard,145.87,28.8,multi-year
6110,3,standard,174.61,9.2,multi-year
6111,15,high_value,523.72,66.0,multi-year
6112,16,standard,154.98,42.4,month-to-month
6113,9,standard,162.41,2.5,month-to-month
6114,14,churn_risk,37.32,0.6,annual
6115,7,standard,131.11,10.0,month-to-month
6116,24,churn_risk,55.0,3.6,annual
6117,6,standard,144.11,11.5,annual
6118,7,high_value,348.45,77.9,multi-year
6119,19,churn_risk,70.84,12.5,month-to-month
6120,6,high_value,638.62,22.3,annual
6121,22,high_value,554.51,56.7,annual
6122,16,standard,154.59,31.7,annual
6123,22,standard,151.33,17.2,month-to-month
6124,14,standard,150.14,52.8,month-to-month
6125,24,high_value,495.77,8.8,annual
6126,20,standard,121.77,35.5,annual
6127,20,standard,105.48,52.4,annual
6128,5,high_value,385.26,47.9,month-to-month
6129,20,standard,120.28,66.2,month-to-month
6130,8,high_value,563.37,12.2,month-to-month
6131,20,standard,91.21,3.0,annual
6132,1,standard,108.02,12.2,annual
6133,2,churn_risk,61.39,2.2,month-to-month
6134,18,standard,156.63,39.1,month-to-month
6135,2,standard,140.75,1.7,month-to-month
6136,8,standard,127.68,12.1,month-to-month
6137,12,churn_risk,63.95,10.8,month-to-month
6138,6,high_value,523.01,63.6,multi-year
6139,18,high_value,667.72,78.1,month-to-month
6140,15,standard,140.26,21.1,month-to-month
6141,16,high_value,618.62,10.9,annual
6142,7,high_value,625.89,38.8,multi-year
6143,1,high_value,509.79,44.9,annual
6144,2,standard,101.65,5.8,month-to-month
6145,7,standard,145.22,21.5,month-to-month
6146,6,standard,116.0,11.1,month-to-month
6147,15,churn_risk,26.71,2.8,month-to-month
6148,21,standard,183.58,2.3,annual
6149,7,churn_risk,42.73,17.9,annual
6150,15,churn_risk,39.59,1.3,month-to-month
6151,23,churn_risk,32.54,8.7,annual
6152,12,churn_risk,55.63,6.9,annual
6153,5,standard,163.8,15.2,annual
6154,12,standard,161.16,39.8,month-to-month
6155,2,standard,150.84,3.0,multi-year
6156,24,high_value,506.56,14.7,month-to-month
6157,22,standard,166.42,5.3,month-to-month
6158,1,high_value,523.84,28.9,month-to-month
6159,7,high_value,450.91,76.8,annual
6160,4,churn_risk,40.33,1.3,multi-year
6161,22,standard,145.36,13.4,month-to-month
6162,21,standard,127.07,15.4,month-to-month
6163,9,standard,161.67,10.7,multi-year
6164,13,standard,176.45,39.4,annual
6165,16,churn_risk,33.54,13.2,multi-year
6166,24,standard,122.98,12.5,annual
6167,20,standard,110.44,90.2,annual
6168,17,standard,204.68,67.3,month-to-month
6169,11,standard,188.12,17.8,month-to-month
6170,18,standard,148.14,12.5,annual
6171,16,churn_risk,48.06,2.2,month-to-month
6172,14,standard,97.78,22.2,month-to-month
6173,6,standard,154.75,22.8,annual
6174,1,standard,226.13,10.3,month-to-month
6175,13,standard,166.16,16.6,annual
6176,22,churn_risk,31.68,1.1,month-to-month
6177,24,churn_risk,58.97,18.8,annual
6178,13,standard,163.55,88.8,month-to-month
6179,24,standard,146.13,0.8,annual
6180,1,standard,160.76,36.7,month-to-month
6181,20,high_value,497.8,45.8,month-to-month
6182,6,standard,166.01,3.4,month-to-month
6183,9,churn_risk,60.22,1.8,month-to-month
6184,9,standard,152.37,41.7,annual
6185,6,high_value,483.68,30.9,month-to-month
6186,7,churn_risk,52.69,40.4,annual
6187,14,churn_risk,49.48,10.5,month-to-month
6188,1,standard,142.3,53.3,annual
6189,6,standard,152.84,37.4,annual
6190,7,standard,151.53,15.2,month-to-month
6191,3,churn_risk,42.62,62.5,month-to-month
6192,22,high_value,586.02,44.9,month-to-month
6193,11,high_value,604.1,106.2,month-to-month
6194,15,standard,100.67,26.5,month-to-month
6195,14,high_value,543.78,4.2,multi-year
6196,8,standard,216.42,6.5,month-to-month
6197,7,churn_risk,47.23,12.7,multi-year
6198,3,high_value,440.81,9.3,multi-year
6199,20,standard,163.57,14.6,month-to-month
6200,19,churn_risk,42.35,0.2,annual
6201,16,standard,182.15,36.6,multi-year
6202,18,standard,155.73,66.0,month-to-month
6203,20,standard,134.38,36.4,annual
6204,1,high_value,645.34,66.3,annual
6205,17,high_value,562.93,44.9,annual
6206,24,standard,174.44,10.8,annual
6207,20,standard,109.35,8.2,month-to-month
6208,7,standard,164.82,49.9,month-to-month
6209,15,high_value,518.62,4.7,annual
6210,7,churn_risk,29.69,20.7,month-to-month
6211,4,high_value,536.25,6.3,annual
6212,8,churn_risk,52.0,58.2,month-to-month
6213,9,standard,174.05,0.5,month-to-month
6214,24,standard,145.67,38.0,multi-year
6215,12,standard,161.81,146.0,annual
6216,21,high_value,407.34,57.6,annual
6217,23,standard,100.96,5.3,multi-year
6218,16,standard,163.14,9.7,month-to-month
6219,12,high_value,483.81,30.2,annual
6220,12,standard,138.78,26.2,month-to-month
6221,19,standard,161.96,10.1,annual
6222,8,standard,146.83,3.0,annual
6223,11,standard,146.5,2.4,multi-year
6224,9,high_value,593.71,52.8,month-to-month
6225,7,standard,162.9,7.5,annual
6226,8,high_value,404.71,80.6,month-to-month
6227,3,standard,140.0,7.6,annual
6228,21,standard,145.52,6.4,multi-year
6229,21,standard,206.54,0.0,annual
6230,17,standard,184.51,28.6,annual
6231,19,churn_risk,62.56,6.0,annual
6232,10,standard,142.29,13.4,month-to-month
6233,13,churn_risk,37.43,15.1,annual
6234,24,standard,147.34,8.7,annual
6235,2,standard,132.72,2.4,annual
6236,5,high_value,403.14,22.1,multi-year
6237,20,standard,138.87,25.4,month-to-month
6238,2,standard,140.03,7.9,month-to-month
6239,19,churn_risk,54.36,8.7,annual
6240,9,standard,151.01,11.6,month-to-month
6241,17,standard,103.08,50.0,annual
6242,24,high_value,563.47,22.8,multi-year
6243,14,high_value,530.73,12.9,annual
6244,1,churn_risk,43.8,0.8,annual
6245,13,high_value,405.35,56.5,multi-year
6246,2,high_value,477.73,1.4,month-to-month
6247,23,churn_risk,38.18,1.3,month-to-month
6248,9,churn_risk,25.18,0.4,annual
6249,23,standard,138.2,10.3,annual
6250,24,standard,134.13,2.0,multi-year
6251,8,churn_risk,52.46,17.0,month-to-month
6252,9,standard,189.27,15.5,month-to-month
6253,21,standard,147.04,14.5,month-to-month
6254,17,standard,154.66,7.9,month-to-month
6255,13,churn_risk,49.61,10.3,annual
6256,21,churn_risk,33.36,0.0,annual
6257,7,standard,137.52,0.2,month-to-month
6258,17,high_value,518.62,102.6,month-to-month
6259,9,standard,147.26,18.2,month-to-month
6260,3,standard,138.87,63.2,month-to-month
6261,9,churn_risk,40.9,13.8,annual
6262,4,high_value,509.82,5.2,multi-year
6263,24,high_value,524.43,62.8,annual
6264,7,churn_risk,43.71,0.7,month-to-month
6265,23,standard,151.41,5.8,month-to-month
6266,20,churn_risk,47.86,26.7,annual
6267,9,high_value,472.82,3.5,annual
6268,20,churn_risk,57.31,38.9,month-to-month
6269,2,high_value,513.49,6.5,month-to-month
6270,5,high_value,543.64,19.9,annual
6271,20,standard,161.74,0.5,annual
6272,10,standard,116.88,33.3,month-to-month
6273,4,standard,165.88,7.6,annual
6274,4,high_value,537.49,23.4,annual
6275,20,high_value,474.74,29.6,month-to-month
6276,12,churn_risk,41.95,0.1,multi-year
6277,11,standard,125.09,16.7,month-to-month
6278,9,standard,208.06,53.9,month-to-month
6279,3,churn_risk,28.52,7.9,annual
6280,24,high_value,551.01,41.5,month-to-month
6281,6,churn_risk,44.26,6.9,annual
6282,10,standard,150.84,18.5,multi-year
6283,20,standard,154.27,19.0,month-to-month
6284,2,high_value,434.05,45.5,month-to-month
6285,15,churn_risk,39.38,2.8,month-to-month
6286,13,standard,155.37,9.4,month-to-month
6287,18,standard,149.12,8.8,annual
6288,22,churn_risk,35.76,52.2,month-to-month
6289,3,standard,130.49,12.7,month-to-month
6290,9,churn_risk,54.89,4.6,annual
6291,9,churn_risk,34.8,0.5,annual
6292,20,churn_risk,30.92,18.8,multi-year
6293,11,churn_risk,38.62,6.8,month-to-month
6294,11,churn_risk,43.46,8.9,annual
6295,7,high_value,453.62,17.6,month-to-month
6296,14,churn_risk,44.97,4.5,multi-year
6297,15,churn_risk,59.22,6.5,multi-year
6298,13,standard,154.34,14.4,annual
6299,15,standard,152.76,8.7,annual
6300,21,churn_risk,36.78,4.8,annual
6301,21,standard,127.85,31.2,annual
6302,14,standard,117.11,35.9,month-to-month
6303,23,standard,174.22,1.9,annual
6304,10,high_value,563.35,19.8,multi-year
6305,1,churn_risk,52.59,5.6,annual
6306,19,high_value,549.31,7.6,month-to-month
6307,19,standard,138.16,11.3,annual
6308,2,churn_risk,38.64,0.6,annual
6309,8,standard,143.78,17.2,month-to-month
6310,7,churn_risk,26.12,7.4,month-to-month
6311,13,high_value,480.52,39.0,month-to-month
6312,7,churn_risk,57.65,3.7,annual
6313,18,churn_risk,29.63,0.0,month-to-month
6314,14,high_value,452.38,10.2,month-to-month
6315,21,standard,152.89,16.4,multi-year
6316,21,standard,129.9,48.1,month-to-month
6317,8,standard,156.72,10.9,month-to-month
6318,14,churn_risk,46.57,6.2,month-to-month
6319,15,standard,144.97,39.9,annual
6320,11,standard,147.35,4.8,multi-year
6321,24,standard,180.57,146.3,annual
6322,2,standard,151.88,14.0,multi-year
6323,22,churn_risk,30.5,2.4,month-to-month
6324,24,high_value,460.38,35.0,month-to-month
6325,9,standard,142.55,67.9,multi-year
6326,8,high_value,540.16,112.3,month-to-month
6327,1,churn_risk,48.93,25.0,month-to-month
6328,4,standard,123.24,59.4,month-to-month
6329,6,standard,155.23,4.1,multi-year
6330,20,standard,172.87,50.1,month-to-month
6331,19,standard,142.98,35.5,multi-year
6332,22,churn_risk,32.26,1.6,annual
6333,8,standard,172.61,10.6,month-to-month
6334,8,standard,155.62,46.9,month-to-month
6335,20,churn_risk,28.17,13.3,month-to-month
6336,14,standard,149.76,39.7,month-to-month
6337,2,standard,158.97,117.6,month-to-month
6338,19,standard,117.87,0.6,annual
6339,3,high_value,525.27,10.2,annual
6340,1,churn_risk,41.11,3.9,month-to-month
6341,23,churn_risk,23.97,0.0,multi-year
6342,24,churn_risk,42.07,5.6,month-to-month
6343,17,churn_risk,52.53,6.5,multi-year
6344,8,standard,138.53,41.2,annual
6345,4,standard,139.44,4.2,annual
6346,12,standard,144.05,0.4,annual
6347,13,churn_risk,71.53,7.7,month-to-month
6348,2,churn_risk,45.57,18.1,annual
6349,16,standard,200.91,52.8,annual
6350,2,standard,150.63,46.3,annual
6351,12,churn_risk,42.84,9.5,multi-year
6352,3,churn_risk,58.26,0.9,month-to-month
6353,2,churn_risk,31.56,16.6,multi-year
6354,8,standard,114.82,22.6,multi-year
6355,15,standard,132.75,13.7,multi-year
6356,23,standard,147.37,99.3,annual
6357,2,standard,151.78,31.9,annual
6358,13,churn_risk,34.92,21.1,annual
6359,19,standard,90.52,14.7,month-to-month
6360,8,standard,161.46,54.0,multi-year
6361,20,standard,162.71,34.3,month-to-month
6362,11,standard,122.31,57.2,multi-year
6363,1,standard,171.95,17.7,month-to-month
6364,7,high_value,448.59,1.8,month-to-month
6365,11,churn_risk,52.18,12.2,annual
6366,15,standard,142.8,3.3,annual
6367,4,standard,126.18,48.2,month-to-month
6368,13,standard,120.84,96.0,annual
6369,19,standard,160.83,1.9,month-to-month
6370,10,churn_risk,38.37,68.4,annual
6371,5,churn_risk,40.24,37.5,month-to-month
6372,17,high_value,548.75,82.7,month-to-month
6373,16,churn_risk,44.17,26.4,month-to-month
6374,10,churn_risk,32.54,28.2,month-to-month
6375,20,standard,134.25,1.3,annual
6376,20,standard,154.57,28.3,month-to-month
6377,3,standard,120.24,4.8,annual
6378,15,churn_risk,28.37,13.8,annual
6379,16,standard,139.73,8.0,month-to-month
6380,5,standard,158.93,73.5,multi-year
6381,5,churn_risk,34.38,18.7,annual
6382,4,churn_risk,39.36,2.0,month-to-month
6383,8,standard,179.5,6.5,annual
6384,7,churn_risk,48.94,4.1,month-to-month
6385,17,high_value,477.63,16.6,month-to-month
6386,23,churn_risk,43.3,0.8,month-to-month
6387,12,standard,183.17,7.7,month-to-month
6388,20,high_value,435.95,24.8,month-to-month
6389,13,churn_risk,51.69,0.8,month-to-month
6390,24,standard,178.81,21.6,annual
6391,10,high_value,466.68,28.4,annual
6392,18,standard,229.07,25.9,month-to-month
6393,21,standard,155.0,49.7,month-to-month
6394,22,high_value,503.03,98.4,month-to-month
6395,10,standard,119.64,0.5,month-to-month
6396,9,churn_risk,43.13,2.3,annual
6397,1,churn_risk,53.74,5.0,annual
6398,15,high_value,545.91,66.2,month-to-month
6399,14,standard,133.28,4.9,annual
6400,10,churn_risk,40.35,1.0,month-to-month
6401,6,high_value,540.76,1.7,month-to-month
6402,21,standard,182.21,0.1,annual
6403,24,high_value,489.8,58.4,annual
6404,24,standard,130.28,0.0,annual
6405,11,high_value,511.22,46.8,annual
6406,18,churn_risk,24.62,0.3,month-to-month
6407,20,churn_risk,36.59,12.2,multi-year
6408,19,standard,86.72,0.7,multi-year
6409,9,standard,140.63,11.1,month-to-month
6410,22,standard,171.29,6.0,multi-year
6411,16,high_value,483.93,26.7,month-to-month
6412,3,churn_risk,44.48,3.4,multi-year
6413,4,standard,132.84,40.1,multi-year
6414,12,churn_risk,50.37,19.3,month-to-month
6415,23,standard,183.95,16.0,month-to-month
6416,18,high_value,448.69,69.2,annual
6417,16,standard,204.9,5.6,month-to-month
6418,15,standard,154.33,37.2,annual
6419,23,churn_risk,37.54,6.7,month-to-month
6420,13,standard,212.31,47.0,annual
6421,10,standard,214.16,12.2,month-to-month
6422,10,standard,193.95,22.0,annual
6423,13,standard,172.31,41.2,annual
6424,6,churn_risk,45.72,6.3,annual
6425,24,high_value,492.33,44.0,annual
6426,23,high_value,384.88,27.6,annual
6427,10,high_value,605.91,14.7,annual
6428,18,standard,158.03,35.0,month-to-month
6429,19,standard,155.45,110.4,month-to-month
6430,15,high_value,509.36,24.2,annual
6431,3,standard,145.79,29.4,month-to-month
6432,3,standard,163.75,30.5,annual
6433,18,high_value,528.19,68.7,month-to-month
6434,3,churn_risk,38.84,0.6,month-to-month
6435,20,standard,102.41,11.5,annual
6436,11,standard,195.7,54.0,annual
6437,20,standard,213.1,41.3,month-to-month
6438,4,standard,101.13,18.2,annual
6439,10,churn_risk,35.04,1.2,multi-year
6440,4,standard,170.31,10.1,month-to-month
6441,12,standard,192.47,21.8,multi-year
6442,2,churn_risk,50.37,2.5,annual
6443,7,churn_risk,47.78,5.0,month-to-month
6444,8,churn_risk,78.18,9.7,annual
6445,13,standard,151.58,20.8,annual
6446,1,high_value,451.27,148.8,annual
6447,8,standard,144.47,2.9,month-to-month
6448,18,standard,138.67,30.2,month-to-month
6449,10,standard,133.97,12.7,month-to-month
6450,15,churn_risk,37.56,23.1,annual
6451,21,standard,156.73,36.3,annual
6452,13,standard,183.66,66.5,multi-year
6453,22,standard,104.26,54.1,month-to-month
6454,24,standard,124.09,2.3,annual
6455,13,standard,132.28,7.0,annual
6456,12,churn_risk,59.84,2.9,annual
6457,8,standard,112.06,19.1,multi-year
6458,21,churn_risk,29.63,3.3,annual
6459,19,standard,166.73,8.2,month-to-month
6460,5,churn_risk,59.85,3.6,annual
6461,16,standard,162.5,0.8,multi-year
6462,7,churn_risk,43.38,22.3,month-to-month
6463,24,churn_risk,39.37,32.0,annual
6464,8,standard,174.3,10.7,annual
6465,3,standard,98.0,17.2,annual
6466,24,churn_risk,47.84,38.6,multi-year
6467,15,standard,170.23,20.4,annual
6468,22,churn_risk,48.78,6.1,month-to-month
6469,22,churn_risk,57.81,1.5,month-to-month
6470,11,churn_risk,33.77,5.1,month-to-month
6471,11,standard,183.45,52.9,multi-year
6472,21,standard,167.36,15.0,month-to-month
6473,10,churn_risk,29.54,4.9,annual
6474,6,standard,149.34,7.2,annual
6475,14,high_value,508.75,16.9,month-to-month
6476,15,high_value,520.42,28.0,month-to-month
6477,20,churn_risk,47.92,0.8,annual
6478,4,standard,145.47,41.1,month-to-month
6479,12,standard,159.58,1.1,month-to-month
6480,14,standard,156.07,4.9,month-to-month
6481,24,churn_risk,47.14,11.1,month-to-month
6482,6,standard,133.0,49.4,month-to-month
6483,15,churn_risk,57.54,11.7,month-to-month
6484,15,churn_risk,38.31,4.7,month-to-month
6485,23,churn_risk,36.38,6.8,month-to-month
6486,11,churn_risk,47.55,3.0,annual
6487,5,standard,99.4,2.1,month-to-month
6488,14,standard,136.34,27.8,month-to-month
6489,21,high_value,480.78,79.7,annual
6490,4,churn_risk,44.0,10.4,annual
6491,18,standard,207.75,22.1,multi-year
6492,13,standard,101.89,69.6,annual
6493,20,churn_risk,50.08,0.5,month-to-month
6494,8,high_value,484.26,73.1,annual
6495,21,churn_risk,35.81,7.4,multi-year
6496,4,high_value,415.16,48.1,month-to-month
6497,13,standard,155.59,3.9,month-to-month
6498,13,standard,197.12,41.1,month-to-month
6499,7,standard,175.13,12.9,multi-year
6500,4,standard,180.32,7.8,month-to-month
6501,23,churn_risk,59.7,0.6,multi-year
6502,11,standard,176.3,45.2,annual
6503,23,standard,112.29,18.7,annual
6504,8,churn_risk,46.75,0.0,month-to-month
6505,16,churn_risk,57.15,4.9,month-to-month
6506,14,high_value,635.43,10.3,month-to-month
6507,10,churn_risk,41.62,25.0,annual
6508,12,high_value,450.4,41.4,annual
6509,7,standard,189.74,2.3,annual
6510,4,standard,195.09,17.4,month-to-month
6511,17,churn_risk,35.34,4.6,annual
6512,7,high_value,457.95,4.2,month-to-month
6513,13,high_value,611.92,68.4,annual
6514,14,churn_risk,48.31,14.6,month-to-month
6515,24,high_value,531.66,19.1,multi-year
6516,21,standard,118.07,29.7,annual
6517,5,churn_risk,51.74,2.0,annual
6518,2,standard,138.46,101.7,month-to-month
6519,24,standard,152.0,3.8,annual
6520,3,standard,138.77,25.0,month-to-month
6521,18,churn_risk,28.47,31.5,month-to-month
6522,20,standard,130.89,23.9,month-to-month
6523,21,high_value,546.56,26.0,month-to-month
6524,9,standard,131.44,8.6,month-to-month
6525,9,standard,170.12,44.6,multi-year
6526,7,churn_risk,69.66,2.2,multi-year
6527,5,standard,179.26,9.5,month-to-month
6528,6,high_value,411.71,82.9,month-to-month
6529,5,standard,131.54,4.9,month-to-month
6530,24,high_value,507.88,92.9,multi-year
6531,12,standard,179.02,43.7,annual
6532,13,churn_risk,36.29,16.4,annual
6533,16,churn_risk,45.18,1.1,annual
6534,4,high_value,412.33,23.4,annual
6535,24,standard,138.66,80.6,month-to-month
6536,10,high_value,441.64,17.6,month-to-month
6537,13,high_value,650.08,8.6,annual
6538,7,standard,119.44,5.1,month-to-month
6539,8,standard,158.84,0.8,month-to-month
6540,5,churn_risk,50.99,80.4,annual
6541,13,churn_risk,43.9,16.8,annual
6542,24,standard,150.71,43.0,month-to-month
6543,1,churn_risk,44.6,53.2,annual
6544,11,standard,159.96,5.2,month-to-month
6545,10,standard,159.47,10.0,month-to-month
6546,17,churn_risk,44.89,22.6,month-to-month
6547,18,high_value,430.95,44.5,annual
6548,22,standard,156.34,21.5,month-to-month
6549,7,churn_risk,25.81,6.2,annual
6550,5,standard,147.5,35.1,month-to-month
6551,12,churn_risk,45.63,17.1,month-to-month
6552,4,standard,178.24,13.6,month-to-month
6553,12,churn_risk,38.14,6.0,annual
6554,7,high_value,542.82,25.9,multi-year
